dataset,size,algorithm,milliseconds
nearly_sorted,36400,merge_sort,1.13051
nearly_sorted,36400,merge_insertion_t15,0.825536
nearly_sorted,36500,merge_sort,1.14618
nearly_sorted,36500,merge_insertion_t15,0.800028
nearly_sorted,36600,merge_sort,1.16932
nearly_sorted,36600,merge_insertion_t15,0.846552
nearly_sorted,36700,merge_sort,1.15042
nearly_sorted,36700,merge_insertion_t15,0.845894
nearly_sorted,36800,merge_sort,1.11043
nearly_sorted,36800,merge_insertion_t15,0.817006
nearly_sorted,36900,merge_sort,1.13156
nearly_sorted,36900,merge_insertion_t15,0.81432
nearly_sorted,37000,merge_sort,1.13628
nearly_sorted,37000,merge_insertion_t15,0.839867
nearly_sorted,37100,merge_sort,1.18712
nearly_sorted,37100,merge_insertion_t15,0.820393
nearly_sorted,37200,merge_sort,1.15009
nearly_sorted,37200,merge_insertion_t15,1.19709
nearly_sorted,37300,merge_sort,1.17268
nearly_sorted,37300,merge_insertion_t15,0.803624
nearly_sorted,37400,merge_sort,1.15429
nearly_sorted,37400,merge_insertion_t15,0.86957
nearly_sorted,37500,merge_sort,1.16359
nearly_sorted,37500,merge_insertion_t15,0.825762
nearly_sorted,37600,merge_sort,1.33197
nearly_sorted,37600,merge_insertion_t15,0.860848
nearly_sorted,37700,merge_sort,1.15961
nearly_sorted,37700,merge_insertion_t15,0.846578
nearly_sorted,37800,merge_sort,1.19857
nearly_sorted,37800,merge_insertion_t15,0.871097
nearly_sorted,37900,merge_sort,1.17859
nearly_sorted,37900,merge_insertion_t15,0.827537
nearly_sorted,38000,merge_sort,1.21137
nearly_sorted,38000,merge_insertion_t15,0.869354
nearly_sorted,38100,merge_sort,1.19861
nearly_sorted,38100,merge_insertion_t15,0.856298
nearly_sorted,38200,merge_sort,1.19963
nearly_sorted,38200,merge_insertion_t15,0.994602
nearly_sorted,38300,merge_sort,1.34953
nearly_sorted,38300,merge_insertion_t15,0.816906
nearly_sorted,38400,merge_sort,1.32139
nearly_sorted,38400,merge_insertion_t15,1.05677
nearly_sorted,38500,merge_sort,1.28278
nearly_sorted,38500,merge_insertion_t15,0.948551
nearly_sorted,38600,merge_sort,1.4201
nearly_sorted,38600,merge_insertion_t15,0.905407
nearly_sorted,38700,merge_sort,1.2563
nearly_sorted,38700,merge_insertion_t15,0.867036
nearly_sorted,38800,merge_sort,1.21753
nearly_sorted,38800,merge_insertion_t15,0.837198
nearly_sorted,38900,merge_sort,1.2436
nearly_sorted,38900,merge_insertion_t15,0.84156
nearly_sorted,39000,merge_sort,1.17417
nearly_sorted,39000,merge_insertion_t15,0.818838
nearly_sorted,39100,merge_sort,1.21042
nearly_sorted,39100,merge_insertion_t15,0.867052
nearly_sorted,39200,merge_sort,1.19722
nearly_sorted,39200,merge_insertion_t15,0.867621
nearly_sorted,39300,merge_sort,1.22912
nearly_sorted,39300,merge_insertion_t15,0.877481
nearly_sorted,39400,merge_sort,1.191
nearly_sorted,39400,merge_insertion_t15,0.831071
nearly_sorted,39500,merge_sort,1.26461
nearly_sorted,39500,merge_insertion_t15,0.856016
nearly_sorted,39600,merge_sort,1.24005
nearly_sorted,39600,merge_insertion_t15,0.900259
nearly_sorted,39700,merge_sort,1.24636
nearly_sorted,39700,merge_insertion_t15,0.886055
nearly_sorted,39800,merge_sort,1.21504
nearly_sorted,39800,merge_insertion_t15,0.90777
nearly_sorted,39900,merge_sort,1.73147
nearly_sorted,39900,merge_insertion_t15,1.34756
nearly_sorted,40000,merge_sort,1.89089
nearly_sorted,40000,merge_insertion_t15,1.31295
nearly_sorted,40100,merge_sort,1.94106
nearly_sorted,40100,merge_insertion_t15,1.36843
nearly_sorted,40200,merge_sort,1.65027
nearly_sorted,40200,merge_insertion_t15,1.01023
nearly_sorted,40300,merge_sort,1.36969
nearly_sorted,40300,merge_insertion_t15,0.855725
nearly_sorted,40400,merge_sort,1.36614
nearly_sorted,40400,merge_insertion_t15,0.895904
nearly_sorted,40500,merge_sort,1.21666
nearly_sorted,40500,merge_insertion_t15,0.876991
nearly_sorted,40600,merge_sort,1.23679
nearly_sorted,40600,merge_insertion_t15,0.93126
nearly_sorted,40700,merge_sort,1.26124
nearly_sorted,40700,merge_insertion_t15,0.855728
nearly_sorted,40800,merge_sort,1.28522
nearly_sorted,40800,merge_insertion_t15,0.856722
nearly_sorted,40900,merge_sort,1.24523
nearly_sorted,40900,merge_insertion_t15,0.890247
nearly_sorted,41000,merge_sort,1.26998
nearly_sorted,41000,merge_insertion_t15,0.854186
nearly_sorted,41100,merge_sort,1.25244
nearly_sorted,41100,merge_insertion_t15,0.897715
nearly_sorted,41200,merge_sort,1.27649
nearly_sorted,41200,merge_insertion_t15,0.933348
nearly_sorted,41300,merge_sort,1.32351
nearly_sorted,41300,merge_insertion_t15,0.961492
nearly_sorted,41400,merge_sort,1.27615
nearly_sorted,41400,merge_insertion_t15,0.888273
nearly_sorted,41500,merge_sort,1.28193
nearly_sorted,41500,merge_insertion_t15,0.940554
nearly_sorted,41600,merge_sort,1.25311
nearly_sorted,41600,merge_insertion_t15,0.892778
nearly_sorted,41700,merge_sort,1.35369
nearly_sorted,41700,merge_insertion_t15,0.918651
nearly_sorted,41800,merge_sort,1.26342
nearly_sorted,41800,merge_insertion_t15,0.929725
nearly_sorted,41900,merge_sort,1.34007
nearly_sorted,41900,merge_insertion_t15,0.895073
nearly_sorted,42000,merge_sort,1.34345
nearly_sorted,42000,merge_insertion_t15,0.951544
nearly_sorted,42100,merge_sort,1.27162
nearly_sorted,42100,merge_insertion_t15,0.935391
nearly_sorted,42200,merge_sort,1.97492
nearly_sorted,42200,merge_insertion_t15,1.36312
nearly_sorted,42300,merge_sort,1.71756
nearly_sorted,42300,merge_insertion_t15,0.963323
nearly_sorted,42400,merge_sort,1.31399
nearly_sorted,42400,merge_insertion_t15,0.9037
nearly_sorted,42500,merge_sort,1.34647
nearly_sorted,42500,merge_insertion_t15,0.962821
nearly_sorted,42600,merge_sort,1.42088
nearly_sorted,42600,merge_insertion_t15,0.968607
nearly_sorted,42700,merge_sort,1.37744
nearly_sorted,42700,merge_insertion_t15,0.919303
nearly_sorted,42800,merge_sort,1.35059
nearly_sorted,42800,merge_insertion_t15,0.954629
nearly_sorted,42900,merge_sort,1.31383
nearly_sorted,42900,merge_insertion_t15,0.947823
nearly_sorted,43000,merge_sort,1.35323
nearly_sorted,43000,merge_insertion_t15,0.927745
nearly_sorted,43100,merge_sort,1.33462
nearly_sorted,43100,merge_insertion_t15,0.958166
nearly_sorted,43200,merge_sort,1.33824
nearly_sorted,43200,merge_insertion_t15,0.948783
nearly_sorted,43300,merge_sort,1.31134
nearly_sorted,43300,merge_insertion_t15,0.962974
nearly_sorted,43400,merge_sort,1.50607
nearly_sorted,43400,merge_insertion_t15,0.993447
nearly_sorted,43500,merge_sort,1.45993
nearly_sorted,43500,merge_insertion_t15,0.983185
nearly_sorted,43600,merge_sort,1.34265
nearly_sorted,43600,merge_insertion_t15,0.987107
nearly_sorted,43700,merge_sort,1.40659
nearly_sorted,43700,merge_insertion_t15,0.950868
nearly_sorted,43800,merge_sort,1.3313
nearly_sorted,43800,merge_insertion_t15,1.00708
nearly_sorted,43900,merge_sort,1.40282
nearly_sorted,43900,merge_insertion_t15,0.944235
nearly_sorted,44000,merge_sort,1.38
nearly_sorted,44000,merge_insertion_t15,0.981036
nearly_sorted,44100,merge_sort,1.33583
nearly_sorted,44100,merge_insertion_t15,1.00711
nearly_sorted,44200,merge_sort,1.38556
nearly_sorted,44200,merge_insertion_t15,0.988005
nearly_sorted,44300,merge_sort,1.36655
nearly_sorted,44300,merge_insertion_t15,1.02318
nearly_sorted,44400,merge_sort,1.43148
nearly_sorted,44400,merge_insertion_t15,0.994132
nearly_sorted,44500,merge_sort,1.41795
nearly_sorted,44500,merge_insertion_t15,1.09528
nearly_sorted,44600,merge_sort,1.40823
nearly_sorted,44600,merge_insertion_t15,1.02187
nearly_sorted,44700,merge_sort,1.43444
nearly_sorted,44700,merge_insertion_t15,0.971811
nearly_sorted,44800,merge_sort,1.41736
nearly_sorted,44800,merge_insertion_t15,1.00291
nearly_sorted,44900,merge_sort,1.47672
nearly_sorted,44900,merge_insertion_t15,0.968328
nearly_sorted,45000,merge_sort,1.44844
nearly_sorted,45000,merge_insertion_t15,0.973059
nearly_sorted,45100,merge_sort,1.37915
nearly_sorted,45100,merge_insertion_t15,1.0196
nearly_sorted,45200,merge_sort,1.40617
nearly_sorted,45200,merge_insertion_t15,0.970915
nearly_sorted,45300,merge_sort,1.39924
nearly_sorted,45300,merge_insertion_t15,1.0125
nearly_sorted,45400,merge_sort,1.3737
nearly_sorted,45400,merge_insertion_t15,0.998032
nearly_sorted,45500,merge_sort,1.41105
nearly_sorted,45500,merge_insertion_t15,1.00979
nearly_sorted,45600,merge_sort,1.40431
nearly_sorted,45600,merge_insertion_t15,1.01368
nearly_sorted,45700,merge_sort,1.44263
nearly_sorted,45700,merge_insertion_t15,0.988263
nearly_sorted,45800,merge_sort,1.60613
nearly_sorted,45800,merge_insertion_t15,0.993376
nearly_sorted,45900,merge_sort,1.43409
nearly_sorted,45900,merge_insertion_t15,1.04194
nearly_sorted,46000,merge_sort,1.43933
nearly_sorted,46000,merge_insertion_t15,1.00224
nearly_sorted,46100,merge_sort,1.43872
nearly_sorted,46100,merge_insertion_t15,1.02479
nearly_sorted,46200,merge_sort,1.4837
nearly_sorted,46200,merge_insertion_t15,1.03355
nearly_sorted,46300,merge_sort,1.44417
nearly_sorted,46300,merge_insertion_t15,1.0253
nearly_sorted,46400,merge_sort,1.57609
nearly_sorted,46400,merge_insertion_t15,1.03884
nearly_sorted,46500,merge_sort,1.48216
nearly_sorted,46500,merge_insertion_t15,1.01724
nearly_sorted,46600,merge_sort,1.47823
nearly_sorted,46600,merge_insertion_t15,1.04127
nearly_sorted,46700,merge_sort,1.46335
nearly_sorted,46700,merge_insertion_t15,1.03948
nearly_sorted,46800,merge_sort,1.47401
nearly_sorted,46800,merge_insertion_t15,1.01039
nearly_sorted,46900,merge_sort,1.47808
nearly_sorted,46900,merge_insertion_t15,1.00473
nearly_sorted,47000,merge_sort,1.49887
nearly_sorted,47000,merge_insertion_t15,1.04266
nearly_sorted,47100,merge_sort,1.50339
nearly_sorted,47100,merge_insertion_t15,1.07079
nearly_sorted,47200,merge_sort,1.50814
nearly_sorted,47200,merge_insertion_t15,1.08055
nearly_sorted,47300,merge_sort,1.44497
nearly_sorted,47300,merge_insertion_t15,1.04709
nearly_sorted,47400,merge_sort,1.46244
nearly_sorted,47400,merge_insertion_t15,1.05058
nearly_sorted,47500,merge_sort,1.49086
nearly_sorted,47500,merge_insertion_t15,1.05967
nearly_sorted,47600,merge_sort,1.46923
nearly_sorted,47600,merge_insertion_t15,1.05749
nearly_sorted,47700,merge_sort,1.49727
nearly_sorted,47700,merge_insertion_t15,1.02989
nearly_sorted,47800,merge_sort,1.53179
nearly_sorted,47800,merge_insertion_t15,1.05084
nearly_sorted,47900,merge_sort,1.49223
nearly_sorted,47900,merge_insertion_t15,1.03027
nearly_sorted,48000,merge_sort,1.52306
nearly_sorted,48000,merge_insertion_t15,1.04279
nearly_sorted,48100,merge_sort,1.49493
nearly_sorted,48100,merge_insertion_t15,1.11206
nearly_sorted,48200,merge_sort,1.48999
nearly_sorted,48200,merge_insertion_t15,1.03386
nearly_sorted,48300,merge_sort,1.52318
nearly_sorted,48300,merge_insertion_t15,1.03972
nearly_sorted,48400,merge_sort,1.51897
nearly_sorted,48400,merge_insertion_t15,1.05933
nearly_sorted,48500,merge_sort,1.54366
nearly_sorted,48500,merge_insertion_t15,1.0584
nearly_sorted,48600,merge_sort,1.56681
nearly_sorted,48600,merge_insertion_t15,1.13089
nearly_sorted,48700,merge_sort,1.62575
nearly_sorted,48700,merge_insertion_t15,1.07738
nearly_sorted,48800,merge_sort,1.50142
nearly_sorted,48800,merge_insertion_t15,1.05846
nearly_sorted,48900,merge_sort,1.67418
nearly_sorted,48900,merge_insertion_t15,1.05662
nearly_sorted,49000,merge_sort,1.5315
nearly_sorted,49000,merge_insertion_t15,1.15337
nearly_sorted,49100,merge_sort,1.51638
nearly_sorted,49100,merge_insertion_t15,1.0977
nearly_sorted,49200,merge_sort,1.53455
nearly_sorted,49200,merge_insertion_t15,1.06852
nearly_sorted,49300,merge_sort,1.56548
nearly_sorted,49300,merge_insertion_t15,1.10791
nearly_sorted,49400,merge_sort,1.5464
nearly_sorted,49400,merge_insertion_t15,1.11599
nearly_sorted,49500,merge_sort,1.5684
nearly_sorted,49500,merge_insertion_t15,1.08709
nearly_sorted,49600,merge_sort,1.58377
nearly_sorted,49600,merge_insertion_t15,1.57018
nearly_sorted,49700,merge_sort,1.57085
nearly_sorted,49700,merge_insertion_t15,1.13359
nearly_sorted,49800,merge_sort,1.58948
nearly_sorted,49800,merge_insertion_t15,1.11249
nearly_sorted,49900,merge_sort,1.67591
nearly_sorted,49900,merge_insertion_t15,1.09355
nearly_sorted,50000,merge_sort,2.2921
nearly_sorted,50000,merge_insertion_t15,1.1126
nearly_sorted,50100,merge_sort,1.61433
nearly_sorted,50100,merge_insertion_t15,1.12804
nearly_sorted,50200,merge_sort,1.60228
nearly_sorted,50200,merge_insertion_t15,1.10159
nearly_sorted,50300,merge_sort,1.63688
nearly_sorted,50300,merge_insertion_t15,1.10339
nearly_sorted,50400,merge_sort,1.58216
nearly_sorted,50400,merge_insertion_t15,1.15462
nearly_sorted,50500,merge_sort,1.59867
nearly_sorted,50500,merge_insertion_t15,1.10547
nearly_sorted,50600,merge_sort,1.64482
nearly_sorted,50600,merge_insertion_t15,1.11141
nearly_sorted,50700,merge_sort,1.61429
nearly_sorted,50700,merge_insertion_t15,1.11878
nearly_sorted,50800,merge_sort,1.63271
nearly_sorted,50800,merge_insertion_t15,1.14971
nearly_sorted,50900,merge_sort,1.65306
nearly_sorted,50900,merge_insertion_t15,1.11501
nearly_sorted,51000,merge_sort,1.6293
nearly_sorted,51000,merge_insertion_t15,1.15074
nearly_sorted,51100,merge_sort,1.61529
nearly_sorted,51100,merge_insertion_t15,1.1475
nearly_sorted,51200,merge_sort,1.62634
nearly_sorted,51200,merge_insertion_t15,1.13948
nearly_sorted,51300,merge_sort,1.68723
nearly_sorted,51300,merge_insertion_t15,1.30089
nearly_sorted,51400,merge_sort,1.60891
nearly_sorted,51400,merge_insertion_t15,1.10878
nearly_sorted,51500,merge_sort,1.61376
nearly_sorted,51500,merge_insertion_t15,1.14752
nearly_sorted,51600,merge_sort,1.70505
nearly_sorted,51600,merge_insertion_t15,1.18307
nearly_sorted,51700,merge_sort,1.69038
nearly_sorted,51700,merge_insertion_t15,1.19495
nearly_sorted,51800,merge_sort,1.68814
nearly_sorted,51800,merge_insertion_t15,1.18356
nearly_sorted,51900,merge_sort,1.64338
nearly_sorted,51900,merge_insertion_t15,1.18593
nearly_sorted,52000,merge_sort,1.68063
nearly_sorted,52000,merge_insertion_t15,1.14133
nearly_sorted,52100,merge_sort,2.31712
nearly_sorted,52100,merge_insertion_t15,1.14484
nearly_sorted,52200,merge_sort,1.61064
nearly_sorted,52200,merge_insertion_t15,1.15403
nearly_sorted,52300,merge_sort,1.61911
nearly_sorted,52300,merge_insertion_t15,1.13788
nearly_sorted,52400,merge_sort,1.75051
nearly_sorted,52400,merge_insertion_t15,1.14045
nearly_sorted,52500,merge_sort,1.66089
nearly_sorted,52500,merge_insertion_t15,1.18481
nearly_sorted,52600,merge_sort,1.66788
nearly_sorted,52600,merge_insertion_t15,1.1677
nearly_sorted,52700,merge_sort,1.6421
nearly_sorted,52700,merge_insertion_t15,1.16191
nearly_sorted,52800,merge_sort,1.70306
nearly_sorted,52800,merge_insertion_t15,1.21543
nearly_sorted,52900,merge_sort,1.72558
nearly_sorted,52900,merge_insertion_t15,1.14056
nearly_sorted,53000,merge_sort,1.68915
nearly_sorted,53000,merge_insertion_t15,1.16813
nearly_sorted,53100,merge_sort,1.70232
nearly_sorted,53100,merge_insertion_t15,1.15132
nearly_sorted,53200,merge_sort,1.70625
nearly_sorted,53200,merge_insertion_t15,1.17029
nearly_sorted,53300,merge_sort,1.71385
nearly_sorted,53300,merge_insertion_t15,1.16939
nearly_sorted,53400,merge_sort,1.66475
nearly_sorted,53400,merge_insertion_t15,1.13424
nearly_sorted,53500,merge_sort,1.71714
nearly_sorted,53500,merge_insertion_t15,1.2363
nearly_sorted,53600,merge_sort,1.7415
nearly_sorted,53600,merge_insertion_t15,1.20269
nearly_sorted,53700,merge_sort,1.70046
nearly_sorted,53700,merge_insertion_t15,1.19478
nearly_sorted,53800,merge_sort,1.72868
nearly_sorted,53800,merge_insertion_t15,1.16216
nearly_sorted,53900,merge_sort,1.81974
nearly_sorted,53900,merge_insertion_t15,1.17811
nearly_sorted,54000,merge_sort,1.72733
nearly_sorted,54000,merge_insertion_t15,1.20311
nearly_sorted,54100,merge_sort,1.70402
nearly_sorted,54100,merge_insertion_t15,1.19725
nearly_sorted,54200,merge_sort,1.75492
nearly_sorted,54200,merge_insertion_t15,1.17182
nearly_sorted,54300,merge_sort,1.75194
nearly_sorted,54300,merge_insertion_t15,1.17751
nearly_sorted,54400,merge_sort,1.72956
nearly_sorted,54400,merge_insertion_t15,1.19743
nearly_sorted,54500,merge_sort,1.72428
nearly_sorted,54500,merge_insertion_t15,1.20578
nearly_sorted,54600,merge_sort,1.73861
nearly_sorted,54600,merge_insertion_t15,1.1842
nearly_sorted,54700,merge_sort,1.80744
nearly_sorted,54700,merge_insertion_t15,1.22225
nearly_sorted,54800,merge_sort,1.76814
nearly_sorted,54800,merge_insertion_t15,1.20196
nearly_sorted,54900,merge_sort,1.73042
nearly_sorted,54900,merge_insertion_t15,1.22559
nearly_sorted,55000,merge_sort,1.76833
nearly_sorted,55000,merge_insertion_t15,1.20962
nearly_sorted,55100,merge_sort,1.79495
nearly_sorted,55100,merge_insertion_t15,1.21552
nearly_sorted,55200,merge_sort,1.87562
nearly_sorted,55200,merge_insertion_t15,1.49074
nearly_sorted,55300,merge_sort,1.7855
nearly_sorted,55300,merge_insertion_t15,1.22228
nearly_sorted,55400,merge_sort,1.75533
nearly_sorted,55400,merge_insertion_t15,1.23095
nearly_sorted,55500,merge_sort,1.83841
nearly_sorted,55500,merge_insertion_t15,1.20887
nearly_sorted,55600,merge_sort,1.82647
nearly_sorted,55600,merge_insertion_t15,1.22686
nearly_sorted,55700,merge_sort,1.88155
nearly_sorted,55700,merge_insertion_t15,1.26748
nearly_sorted,55800,merge_sort,1.75685
nearly_sorted,55800,merge_insertion_t15,1.28068
nearly_sorted,55900,merge_sort,1.83853
nearly_sorted,55900,merge_insertion_t15,1.35122
nearly_sorted,56000,merge_sort,1.89755
nearly_sorted,56000,merge_insertion_t15,1.20381
nearly_sorted,56100,merge_sort,1.81235
nearly_sorted,56100,merge_insertion_t15,1.24776
nearly_sorted,56200,merge_sort,1.81815
nearly_sorted,56200,merge_insertion_t15,1.26849
nearly_sorted,56300,merge_sort,1.78911
nearly_sorted,56300,merge_insertion_t15,1.25596
nearly_sorted,56400,merge_sort,1.79146
nearly_sorted,56400,merge_insertion_t15,1.22462
nearly_sorted,56500,merge_sort,1.84178
nearly_sorted,56500,merge_insertion_t15,1.24434
nearly_sorted,56600,merge_sort,1.81175
nearly_sorted,56600,merge_insertion_t15,1.24137
nearly_sorted,56700,merge_sort,1.81612
nearly_sorted,56700,merge_insertion_t15,1.28543
nearly_sorted,56800,merge_sort,1.79206
nearly_sorted,56800,merge_insertion_t15,1.24373
nearly_sorted,56900,merge_sort,1.92573
nearly_sorted,56900,merge_insertion_t15,1.22564
nearly_sorted,57000,merge_sort,1.90111
nearly_sorted,57000,merge_insertion_t15,1.24973
nearly_sorted,57100,merge_sort,1.79711
nearly_sorted,57100,merge_insertion_t15,1.31346
nearly_sorted,57200,merge_sort,1.83068
nearly_sorted,57200,merge_insertion_t15,1.27802
nearly_sorted,57300,merge_sort,1.90467
nearly_sorted,57300,merge_insertion_t15,1.23572
nearly_sorted,57400,merge_sort,1.77736
nearly_sorted,57400,merge_insertion_t15,1.21039
nearly_sorted,57500,merge_sort,1.86181
nearly_sorted,57500,merge_insertion_t15,1.26706
nearly_sorted,57600,merge_sort,1.85148
nearly_sorted,57600,merge_insertion_t15,1.27096
nearly_sorted,57700,merge_sort,1.90868
nearly_sorted,57700,merge_insertion_t15,1.30631
nearly_sorted,57800,merge_sort,1.8354
nearly_sorted,57800,merge_insertion_t15,1.26504
nearly_sorted,57900,merge_sort,1.83179
nearly_sorted,57900,merge_insertion_t15,1.31559
nearly_sorted,58000,merge_sort,1.85158
nearly_sorted,58000,merge_insertion_t15,1.23431
nearly_sorted,58100,merge_sort,1.8156
nearly_sorted,58100,merge_insertion_t15,1.24433
nearly_sorted,58200,merge_sort,1.98021
nearly_sorted,58200,merge_insertion_t15,1.27531
nearly_sorted,58300,merge_sort,1.8211
nearly_sorted,58300,merge_insertion_t15,1.25663
nearly_sorted,58400,merge_sort,1.85197
nearly_sorted,58400,merge_insertion_t15,1.25056
nearly_sorted,58500,merge_sort,1.89561
nearly_sorted,58500,merge_insertion_t15,1.25616
nearly_sorted,58600,merge_sort,1.89801
nearly_sorted,58600,merge_insertion_t15,1.25539
nearly_sorted,58700,merge_sort,1.83343
nearly_sorted,58700,merge_insertion_t15,1.29139
nearly_sorted,58800,merge_sort,1.86928
nearly_sorted,58800,merge_insertion_t15,1.24176
nearly_sorted,58900,merge_sort,1.84236
nearly_sorted,58900,merge_insertion_t15,1.25323
nearly_sorted,59000,merge_sort,1.86348
nearly_sorted,59000,merge_insertion_t15,1.25796
nearly_sorted,59100,merge_sort,1.872
nearly_sorted,59100,merge_insertion_t15,1.28387
nearly_sorted,59200,merge_sort,1.84667
nearly_sorted,59200,merge_insertion_t15,1.30966
nearly_sorted,59300,merge_sort,1.92189
nearly_sorted,59300,merge_insertion_t15,1.31424
nearly_sorted,59400,merge_sort,1.91266
nearly_sorted,59400,merge_insertion_t15,1.2724
nearly_sorted,59500,merge_sort,1.90629
nearly_sorted,59500,merge_insertion_t15,1.26099
nearly_sorted,59600,merge_sort,1.87367
nearly_sorted,59600,merge_insertion_t15,1.30684
nearly_sorted,59700,merge_sort,1.90699
nearly_sorted,59700,merge_insertion_t15,1.37108
nearly_sorted,59800,merge_sort,1.97919
nearly_sorted,59800,merge_insertion_t15,1.33975
nearly_sorted,59900,merge_sort,1.97932
nearly_sorted,59900,merge_insertion_t15,1.30365
nearly_sorted,60000,merge_sort,1.96524
nearly_sorted,60000,merge_insertion_t15,1.30605
nearly_sorted,60100,merge_sort,1.93188
nearly_sorted,60100,merge_insertion_t15,1.30421
nearly_sorted,60200,merge_sort,1.97042
nearly_sorted,60200,merge_insertion_t15,1.34801
nearly_sorted,60300,merge_sort,1.95846
nearly_sorted,60300,merge_insertion_t15,1.36891
nearly_sorted,60400,merge_sort,1.9261
nearly_sorted,60400,merge_insertion_t15,1.3404
nearly_sorted,60500,merge_sort,1.93986
nearly_sorted,60500,merge_insertion_t15,1.34243
nearly_sorted,60600,merge_sort,1.98371
nearly_sorted,60600,merge_insertion_t15,1.31781
nearly_sorted,60700,merge_sort,2.00189
nearly_sorted,60700,merge_insertion_t15,1.34442
nearly_sorted,60800,merge_sort,2.02005
nearly_sorted,60800,merge_insertion_t15,1.36093
nearly_sorted,60900,merge_sort,1.93573
nearly_sorted,60900,merge_insertion_t15,1.33346
nearly_sorted,61000,merge_sort,1.93671
nearly_sorted,61000,merge_insertion_t15,1.38222
nearly_sorted,61100,merge_sort,1.94931
nearly_sorted,61100,merge_insertion_t15,1.32858
nearly_sorted,61200,merge_sort,1.98984
nearly_sorted,61200,merge_insertion_t15,1.34141
nearly_sorted,61300,merge_sort,2.06644
nearly_sorted,61300,merge_insertion_t15,1.32253
nearly_sorted,61400,merge_sort,1.98513
nearly_sorted,61400,merge_insertion_t15,1.37212
nearly_sorted,61500,merge_sort,2.00623
nearly_sorted,61500,merge_insertion_t15,1.39223
nearly_sorted,61600,merge_sort,2.05838
nearly_sorted,61600,merge_insertion_t15,1.45947
nearly_sorted,61700,merge_sort,2.09905
nearly_sorted,61700,merge_insertion_t15,1.43032
nearly_sorted,61800,merge_sort,2.06562
nearly_sorted,61800,merge_insertion_t15,1.45507
nearly_sorted,61900,merge_sort,2.07117
nearly_sorted,61900,merge_insertion_t15,1.43267
nearly_sorted,62000,merge_sort,2.22022
nearly_sorted,62000,merge_insertion_t15,1.47628
nearly_sorted,62100,merge_sort,2.20536
nearly_sorted,62100,merge_insertion_t15,1.44497
nearly_sorted,62200,merge_sort,2.23194
nearly_sorted,62200,merge_insertion_t15,1.58315
nearly_sorted,62300,merge_sort,2.22421
nearly_sorted,62300,merge_insertion_t15,1.42272
nearly_sorted,62400,merge_sort,2.19524
nearly_sorted,62400,merge_insertion_t15,1.55905
nearly_sorted,62500,merge_sort,2.23447
nearly_sorted,62500,merge_insertion_t15,1.48911
nearly_sorted,62600,merge_sort,2.10344
nearly_sorted,62600,merge_insertion_t15,1.46976
nearly_sorted,62700,merge_sort,2.04805
nearly_sorted,62700,merge_insertion_t15,1.45947
nearly_sorted,62800,merge_sort,2.2031
nearly_sorted,62800,merge_insertion_t15,1.45009
nearly_sorted,62900,merge_sort,2.10395
nearly_sorted,62900,merge_insertion_t15,1.44613
nearly_sorted,63000,merge_sort,2.12812
nearly_sorted,63000,merge_insertion_t15,1.60369
nearly_sorted,63100,merge_sort,2.25083
nearly_sorted,63100,merge_insertion_t15,1.57532
nearly_sorted,63200,merge_sort,2.20881
nearly_sorted,63200,merge_insertion_t15,1.52376
nearly_sorted,63300,merge_sort,2.05029
nearly_sorted,63300,merge_insertion_t15,1.46071
nearly_sorted,63400,merge_sort,2.18051
nearly_sorted,63400,merge_insertion_t15,1.46889
nearly_sorted,63500,merge_sort,2.14753
nearly_sorted,63500,merge_insertion_t15,1.46825
nearly_sorted,63600,merge_sort,2.07061
nearly_sorted,63600,merge_insertion_t15,1.43068
nearly_sorted,63700,merge_sort,2.0768
nearly_sorted,63700,merge_insertion_t15,1.44157
nearly_sorted,63800,merge_sort,2.11258
nearly_sorted,63800,merge_insertion_t15,1.45897
nearly_sorted,63900,merge_sort,2.1659
nearly_sorted,63900,merge_insertion_t15,1.56943
nearly_sorted,64000,merge_sort,2.07913
nearly_sorted,64000,merge_insertion_t15,1.47345
nearly_sorted,64100,merge_sort,2.0869
nearly_sorted,64100,merge_insertion_t15,1.4696
nearly_sorted,64200,merge_sort,2.10407
nearly_sorted,64200,merge_insertion_t15,1.48875
nearly_sorted,64300,merge_sort,2.06782
nearly_sorted,64300,merge_insertion_t15,1.55495
nearly_sorted,64400,merge_sort,2.13313
nearly_sorted,64400,merge_insertion_t15,1.53756
nearly_sorted,64500,merge_sort,2.10187
nearly_sorted,64500,merge_insertion_t15,1.54869
nearly_sorted,64600,merge_sort,2.13006
nearly_sorted,64600,merge_insertion_t15,1.58346
nearly_sorted,64700,merge_sort,2.13592
nearly_sorted,64700,merge_insertion_t15,1.62137
nearly_sorted,64800,merge_sort,2.34651
nearly_sorted,64800,merge_insertion_t15,1.77172
nearly_sorted,64900,merge_sort,2.43813
nearly_sorted,64900,merge_insertion_t15,1.60593
nearly_sorted,65000,merge_sort,2.16853
nearly_sorted,65000,merge_insertion_t15,1.54905
nearly_sorted,65100,merge_sort,2.1304
nearly_sorted,65100,merge_insertion_t15,1.51884
nearly_sorted,65200,merge_sort,2.11704
nearly_sorted,65200,merge_insertion_t15,1.5395
nearly_sorted,65300,merge_sort,2.14755
nearly_sorted,65300,merge_insertion_t15,1.5067
nearly_sorted,65400,merge_sort,2.14327
nearly_sorted,65400,merge_insertion_t15,1.55194
